Player,Pos,Squad,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err
Myziane Maolida,0.25,Nice,20,7.5,1.0,16.0,5.0,31.3,2.13,0.67,0.06,0.2,16.0,0.0,0.0,0.0,2.0,2.0,0.13,-1.0,-1.0,257.0,317.0,81.1,3714.0,1006.0,156.0,184.0,84.8,87.0,105.0,82.9,8.0,15.0,53.3,2.0,1.8,0.2,13.0,14.0,12.0,3.0,36.0,28.0,3.73,20.0,0.0,3.0,2.0,2.0,1.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,5.0,5.0,5.0,5.0,16.0,31.3,11.0,140.0,36.0,25.7,37.0,59.0,44.0,13.0,0.0,0.0,13.0,5.0,20.0,2.0,0.0
Faitout Maouassa,0.1,Rennes,21,20.0,3.0,12.0,7.0,58.3,0.6,0.35,0.25,0.43,24.8,0.0,0.0,0.0,0.5,0.5,0.04,2.5,2.5,760.0,996.0,76.3,13765.0,5232.0,348.0,389.0,89.5,323.0,401.0,80.5,83.0,175.0,47.4,1.0,0.9,0.1,13.0,49.0,12.0,10.0,63.0,27.0,1.35,18.0,0.0,5.0,0.0,4.0,0.0,2.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0,59.0,29.0,36.0,20.0,3.0,18.0,27.0,66.7,9.0,256.0,70.0,27.3,123.0,103.0,30.0,38.0,5.0,0.0,33.0,15.0,74.0,77.0,0.0
Fernando Marcal,0.1,Lyon,30,9.2,0.0,5.0,1.0,20.0,0.54,0.11,0.0,0.0,27.2,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,620.0,752.0,82.4,11685.0,3973.0,264.0,291.0,90.7,266.0,312.0,85.3,82.0,127.0,64.6,1.0,1.3,-0.3,12.0,55.0,12.0,7.0,54.0,16.0,1.74,14.0,1.0,0.0,1.0,0.0,0.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,32.0,17.0,20.0,8.0,4.0,12.0,23.0,52.2,11.0,127.0,56.0,44.1,68.0,39.0,20.0,20.0,4.0,0.0,16.0,14.0,46.0,34.0,0.0
Marcelo,0.1,Real Madrid,31,14.4,1.0,17.0,6.0,35.3,1.18,0.42,0.06,0.17,22.5,0.0,0.0,0.0,0.4,0.4,0.03,0.6,0.6,882.0,1071.0,82.4,15096.0,5670.0,482.0,521.0,92.5,285.0,341.0,83.6,98.0,157.0,62.4,2.0,2.1,-0.1,26.0,81.0,41.0,13.0,107.0,50.0,3.47,45.0,0.0,2.0,1.0,2.0,0.0,7.0,0.49,5.0,0.0,0.0,0.0,2.0,0.0,20.0,12.0,7.0,11.0,2.0,10.0,33.0,30.3,23.0,137.0,45.0,32.8,44.0,63.0,30.0,21.0,1.0,0.0,20.0,15.0,35.0,21.0,0.0
Marcelo,0.1,Lyon,32,16.7,0.0,8.0,2.0,25.0,0.48,0.12,0.0,0.0,10.0,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5,987.0,1133.0,87.1,23004.0,6569.0,221.0,239.0,92.5,528.0,560.0,94.3,232.0,321.0,72.3,0.0,0.0,0.0,1.0,73.0,0.0,0.0,71.0,8.0,0.48,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,22.0,9.0,1.0,10.0,20.0,50.0,10.0,108.0,41.0,38.0,77.0,28.0,3.0,24.0,14.0,0.0,10.0,17.0,49.0,112.0,1.0
Solly March,0.35,Brighton,25,12.7,0.0,21.0,8.0,38.1,1.65,0.63,0.0,0.0,18.5,1.0,0.0,0.0,1.4,1.4,0.07,-1.4,-1.4,435.0,601.0,72.4,8096.0,2332.0,200.0,232.0,86.2,181.0,232.0,78.0,51.0,109.0,46.8,1.0,0.8,0.2,13.0,18.0,20.0,7.0,43.0,32.0,2.52,24.0,3.0,3.0,0.0,2.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,16.0,8.0,2.0,9.0,21.0,42.9,12.0,158.0,44.0,27.8,54.0,57.0,47.0,22.0,3.0,0.0,19.0,12.0,38.0,19.0,1.0
Gian Marco Ferrari,0.1,Sassuolo,27,21.1,0.0,11.0,2.0,18.2,0.52,0.09,0.0,0.0,7.4,0.0,0.0,0.0,1.6,1.6,0.15,-1.6,-1.6,1369.0,1462.0,93.6,26657.0,8916.0,463.0,478.0,96.9,743.0,769.0,96.6,154.0,199.0,77.4,1.0,0.9,0.1,6.0,86.0,4.0,1.0,75.0,23.0,1.09,21.0,0.0,0.0,1.0,1.0,0.0,2.0,0.09,1.0,0.0,0.0,0.0,1.0,0.0,12.0,9.0,7.0,5.0,0.0,5.0,11.0,45.5,6.0,100.0,31.0,31.0,55.0,40.0,5.0,34.0,24.0,0.0,10.0,20.0,32.0,52.0,1.0
Oscar de Marcos,0.35,Athletic Club,30,6.0,0.0,1.0,0.0,0.0,0.17,0.0,0.0,0,16.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,168.0,228.0,73.7,2740.0,1031.0,92.0,108.0,85.2,62.0,82.0,75.6,11.0,24.0,45.8,1.0,1.0,0.0,9.0,15.0,6.0,4.0,19.0,11.0,1.83,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,1.0,2.0,5.0,40.0,3.0,72.0,11.0,15.3,23.0,32.0,17.0,13.0,0.0,0.0,13.0,4.0,9.0,8.0,0.0
Dario Maresic,0.1,Reims,19,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53.0,64.0,82.8,1155.0,374.0,16.0,17.0,94.1,26.0,29.0,89.7,11.0,18.0,61.1,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0
Miguel Mari,0.2,Eibar,22,0.1,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.0,50.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Pablo Mari,0.1,Arsenal,25,1.3,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.0,91.0,89.0,1746.0,362.0,29.0,30.0,96.7,36.0,36.0,100.0,16.0,23.0,69.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,50.0,1.0,11.0,3.0,27.3,6.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,14.0,0.0
Jose Maria Gimenez,0.1,Atletico Madrid,24,19.5,0.0,11.0,2.0,18.2,0.56,0.1,0.0,0.0,11.2,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,753.0,853.0,88.3,17119.0,5684.0,212.0,230.0,92.2,373.0,404.0,92.3,163.0,210.0,77.6,0.0,0.0,0.0,0.0,39.0,1.0,0.0,43.0,9.0,0.46,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,19.0,4.0,1.0,8.0,14.0,57.1,6.0,98.0,31.0,31.6,59.0,36.0,3.0,25.0,9.0,0.0,16.0,9.0,33.0,122.0,1.0
Mariano,0.3,Real Madrid,25,0.5,1.0,5.0,2.0,40.0,10.0,4.0,0.2,0.5,11.5,0.0,0.0,0.0,0.5,0.5,0.1,0.5,0.5,11.0,15.0,73.3,142.0,26.0,7.0,9.0,77.8,4.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,3.0,21.4,2.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Adrian Mariappa,0.1,Watford,32,16.8,0.0,3.0,0.0,0.0,0.18,0.0,0.0,0,8.4,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3,426.0,585.0,72.8,8470.0,3772.0,152.0,174.0,87.4,204.0,270.0,75.6,61.0,123.0,49.6,0.0,0.4,-0.4,4.0,32.0,3.0,3.0,37.0,10.0,0.59,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,18.0,5.0,2.0,11.0,38.0,28.9,27.0,197.0,57.0,28.9,114.0,64.0,19.0,35.0,9.0,0.0,26.0,7.0,32.0,93.0,1.0
Jordan Marie,0.2,Dijon,27,2.2,0.0,1.0,0.0,0.0,0.45,0.0,0.0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,84.0,111.0,75.7,1825.0,496.0,29.0,36.0,80.6,34.0,39.0,87.2,19.0,29.0,65.5,0.0,0.4,-0.4,2.0,7.0,2.0,0.0,7.0,2.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,1.0,0.0,4.0,8.0,50.0,4.0,78.0,31.0,39.7,25.0,40.0,13.0,6.0,1.0,0.0,5.0,5.0,11.0,3.0,0.0
Federico Marigosu,0.2,Cagliari,18,0.3,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,15.0,53.3,190.0,62.0,3.0,5.0,60.0,2.0,4.0,50.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,7.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Marin,0.1,Alaves,22,9.5,0.0,3.0,0.0,0.0,0.32,0.0,0.0,0,15.0,0.0,0.0,0.0,0.6,0.6,0.2,-0.6,-0.6,253.0,355.0,71.3,4647.0,2486.0,103.0,118.0,87.3,122.0,160.0,76.3,26.0,66.0,39.4,0.0,0.3,-0.3,5.0,24.0,7.0,2.0,39.0,11.0,1.16,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,13.0,5.0,1.0,3.0,6.0,50.0,3.0,87.0,22.0,25.3,41.0,40.0,6.0,23.0,4.0,0.0,19.0,10.0,29.0,33.0,0.0
Guillermo Maripan,0.1,Monaco,25,19.5,2.0,10.0,4.0,40.0,0.51,0.21,0.2,0.5,13.7,0.0,0.0,0.0,1.6,1.6,0.16,0.4,0.4,936.0,1053.0,88.9,21922.0,6615.0,218.0,244.0,89.3,485.0,518.0,93.6,227.0,280.0,81.1,0.0,0.0,0.0,1.0,63.0,3.0,2.0,72.0,9.0,0.46,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,51.0,28.0,35.0,16.0,0.0,24.0,48.0,50.0,24.0,234.0,88.0,37.6,141.0,86.0,7.0,40.0,14.0,0.0,26.0,21.0,72.0,84.0,1.0
Guillermo Maripan,0.1,Alaves,25,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,11.0,63.6,121.0,48.0,3.0,4.0,75.0,4.0,5.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,40.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0
Marlon,0.1,Sassuolo,23,20.2,0.0,5.0,1.0,20.0,0.25,0.05,0.0,0.0,13.2,0.0,0.0,0.0,0.9,0.9,0.19,-0.9,-0.9,1370.0,1447.0,94.7,25647.0,9053.0,541.0,567.0,95.4,681.0,699.0,97.4,134.0,163.0,82.2,0.0,0.6,-0.6,8.0,80.0,4.0,0.0,64.0,17.0,0.84,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,20.0,29.0,13.0,1.0,10.0,25.0,40.0,15.0,219.0,59.0,26.9,147.0,61.0,11.0,37.0,13.0,0.0,24.0,20.0,63.0,84.0,1.0
Omar Marmoush,0.25,Wolfsburg,20,0.9,0.0,1.0,1.0,100.0,1.11,1.11,0.0,0.0,10.8,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1,10.0,16.0,62.5,120.0,18.0,9.0,12.0,75.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,4.0,21.1,2.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Gonzalo Maroni,0.2,Sampdoria,20,2.0,0.0,4.0,1.0,25.0,1.99,0.5,0.0,0.0,25.9,1.0,0.0,1.0,1.1,0.3,0.09,-1.1,-0.3,71.0,89.0,79.8,1212.0,428.0,41.0,45.0,91.1,19.0,22.0,86.4,8.0,13.0,61.5,1.0,0.6,0.4,9.0,7.0,6.0,2.0,11.0,17.0,8.45,11.0,3.0,0.0,2.0,0.0,1.0,2.0,0.99,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,33.3,4.0,22.0,9.0,40.9,4.0,8.0,10.0,3.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0
Marquinhos,0.15,Paris S G,25,16.4,3.0,11.0,3.0,27.3,0.67,0.18,0.27,1.0,8.2,0.0,0.0,0.0,1.8,1.8,0.16,1.2,1.2,1207.0,1294.0,93.3,24189.0,6824.0,408.0,428.0,95.3,589.0,612.0,96.2,186.0,221.0,84.2,1.0,0.5,0.5,3.0,105.0,14.0,0.0,83.0,18.0,1.1,15.0,1.0,1.0,1.0,0.0,0.0,3.0,0.18,2.0,0.0,0.0,1.0,0.0,0.0,43.0,25.0,16.0,22.0,5.0,16.0,36.0,44.4,20.0,293.0,108.0,36.9,81.0,168.0,44.0,34.0,10.0,1.0,24.0,11.0,54.0,44.0,2.0
Bruno Martella,0.15,Brescia,26,14.1,0.0,10.0,2.0,20.0,0.71,0.14,0.0,0.0,22.9,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,402.0,562.0,71.5,7676.0,3400.0,159.0,186.0,85.5,195.0,256.0,76.2,46.0,104.0,44.2,0.0,1.2,-1.2,15.0,31.0,22.0,12.0,52.0,29.0,2.06,25.0,1.0,2.0,1.0,0.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,13.0,3.0,3.0,11.0,18.0,61.1,7.0,152.0,27.0,17.8,57.0,65.0,30.0,29.0,6.0,0.0,23.0,14.0,33.0,58.0,2.0
Roger Marti,0.3,Levante,28,25.2,11.0,53.0,20.0,37.7,2.1,0.79,0.13,0.35,17.4,0.0,4.0,4.0,10.4,7.4,0.14,0.6,-0.4,284.0,448.0,63.4,4552.0,1224.0,161.0,208.0,77.4,84.0,143.0,58.7,27.0,60.0,45.0,1.0,2.7,-1.7,22.0,23.0,15.0,2.0,37.0,41.0,1.63,31.0,0.0,0.0,0.0,8.0,2.0,4.0,0.16,1.0,0.0,0.0,0.0,3.0,0.0,20.0,11.0,8.0,8.0,4.0,5.0,23.0,21.7,18.0,451.0,85.0,18.8,46.0,238.0,167.0,20.0,2.0,0.0,18.0,7.0,27.0,16.0,0.0
Anthony Martial,0.3,Manchester Utd,23,29.2,17.0,79.0,38.0,48.1,2.71,1.3,0.22,0.45,16.0,0.0,0.0,1.0,10.9,10.1,0.13,6.1,6.9,575.0,721.0,79.8,8013.0,1715.0,360.0,415.0,86.7,168.0,206.0,81.6,22.0,31.0,71.0,6.0,4.1,1.9,31.0,36.0,33.0,1.0,64.0,95.0,3.26,72.0,0.0,12.0,3.0,5.0,3.0,19.0,0.65,13.0,0.0,2.0,1.0,2.0,1.0,15.0,12.0,1.0,4.0,10.0,1.0,13.0,7.7,12.0,379.0,108.0,28.5,24.0,127.0,228.0,19.0,1.0,0.0,18.0,5.0,20.0,16.0,0.0
Aaron Martin,0.1,Mainz 05,22,19.9,0.0,9.0,3.0,33.3,0.45,0.15,0.0,0.0,24.4,1.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,662.0,912.0,72.6,11891.0,4792.0,311.0,347.0,89.6,267.0,350.0,76.3,79.0,188.0,42.0,0.0,3.4,-3.4,31.0,39.0,18.0,12.0,54.0,49.0,2.46,27.0,20.0,1.0,0.0,1.0,0.0,2.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0,21.0,15.0,12.0,5.0,4.0,10.0,27.0,37.0,17.0,218.0,61.0,28.0,98.0,95.0,25.0,38.0,3.0,0.0,35.0,14.0,35.0,43.0,0.0
Jonas Martin,0.2,Rennes,29,1.3,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0,10.0,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,69.0,79.0,87.3,1245.0,328.0,28.0,30.0,93.3,30.0,36.0,83.3,9.0,11.0,81.8,0.0,0.2,-0.2,1.0,7.0,0.0,0.0,5.0,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,2.0,1.0,2.0,50.0,1.0,16.0,7.0,43.8,8.0,7.0,1.0,3.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0
Jonas Martin,0.2,Strasbourg,29,2.7,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.8,0.0,0,-0.8,0.0,170.0,192.0,88.5,3329.0,714.0,69.0,78.0,88.5,67.0,68.0,98.5,29.0,38.0,76.3,0.0,0.3,-0.3,3.0,12.0,2.0,0.0,15.0,5.0,1.82,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,4.0,3.0,1.0,1.0,5.0,20.0,4.0,51.0,16.0,31.4,19.0,29.0,3.0,3.0,0.0,0.0,3.0,1.0,9.0,3.0,0.0
Josh Martin,0.25,Norwich City,17,0.4,0.0,1.0,1.0,100.0,2.43,2.43,0.0,0.0,13.0,0.0,0.0,0.0,0.3,0.3,0.31,-0.3,-0.3,12.0,16.0,75.0,138.0,29.0,10.0,11.0,90.9,2.0,4.0,50.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.0,2.0,15.4,6.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Martinelli,0.3,Arsenal,18,7.4,3.0,12.0,5.0,41.7,1.63,0.68,0.25,0.6,13.2,0.0,0.0,0.0,2.3,2.3,0.19,0.7,0.7,86.0,138.0,62.3,1243.0,373.0,58.0,76.0,76.3,19.0,39.0,48.7,7.0,10.0,70.0,0.0,0.3,-0.3,2.0,2.0,6.0,1.0,10.0,7.0,0.95,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,12.0,9.0,2.0,5.0,16.0,31.3,11.0,247.0,69.0,27.9,88.0,101.0,58.0,20.0,1.0,0.0,19.0,2.0,25.0,7.0,0.0
Alex Martinez,0.1,Granada,28,0.2,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0,20.6,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,5.0,10.0,50.0,155.0,62.0,1.0,1.0,100.0,3.0,4.0,75.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inigo Martinez,0.1,Athletic Club,28,33.0,1.0,27.0,4.0,14.8,0.82,0.12,0.04,0.25,15.0,4.0,0.0,0.0,1.7,1.7,0.06,-0.7,-0.7,1190.0,1500.0,79.3,29319.0,10181.0,312.0,341.0,91.5,568.0,653.0,87.0,306.0,480.0,63.8,1.0,0.9,0.1,7.0,115.0,11.0,3.0,95.0,24.0,0.73,11.0,3.0,1.0,3.0,5.0,1.0,3.0,0.09,1.0,1.0,0.0,0.0,1.0,0.0,55.0,31.0,40.0,13.0,2.0,20.0,38.0,52.6,18.0,249.0,90.0,36.1,145.0,93.0,11.0,43.0,16.0,0.0,27.0,26.0,81.0,244.0,2.0
Javi Martinez,0.2,Osasuna,19,0.1,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,5.0,80.0,44.0,11.0,4.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Javi Martinez,0.15,Bayern Munich,30,7.5,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0,4.1,0.0,0.0,0.0,0.2,0.2,0.18,-0.2,-0.2,533.0,580.0,91.9,11509.0,3211.0,155.0,164.0,94.5,278.0,298.0,93.3,96.0,113.0,85.0,0.0,0.0,0.0,1.0,41.0,6.0,0.0,34.0,9.0,1.2,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,9.0,4.0,0.0,5.0,12.0,41.7,7.0,89.0,25.0,28.1,43.0,42.0,4.0,13.0,8.0,0.0,5.0,10.0,23.0,54.0,0.0
Lautaro Martinez,0.3,Inter,21,27.2,14.0,122.0,42.0,34.4,4.48,1.54,0.1,0.29,15.2,1.0,2.0,3.0,15.9,13.6,0.11,-1.9,-1.6,325.0,520.0,62.5,5035.0,1273.0,179.0,250.0,71.6,90.0,153.0,58.8,32.0,54.0,59.3,3.0,2.7,0.3,29.0,29.0,19.0,1.0,45.0,94.0,3.45,50.0,1.0,14.0,12.0,13.0,4.0,14.0,0.51,6.0,0.0,1.0,3.0,4.0,0.0,17.0,13.0,0.0,7.0,10.0,2.0,25.0,8.0,23.0,518.0,131.0,25.3,27.0,183.0,308.0,37.0,4.0,0.0,33.0,14.0,31.0,12.0,0.0
Pablo Martinez,0.25,Levante,21,0.4,0.0,1.0,0.0,0.0,2.73,0.0,0.0,0,22.8,1.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,14.0,18.0,77.8,211.0,95.0,7.0,7.0,100.0,6.0,7.0,85.7,1.0,4.0,25.0,0.0,0.1,-0.1,1.0,0.0,0.0,0.0,0.0,1.0,2.73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,6.0,24.0,8.0,12.0,5.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0
Pablo Martinez,0.1,Nimes,30,26.0,2.0,12.0,3.0,25.0,0.46,0.12,0.17,0.67,16.5,0.0,0.0,0.0,0.9,0.9,0.08,1.1,1.1,832.0,1032.0,80.6,19653.0,7459.0,199.0,220.0,90.5,438.0,476.0,92.0,190.0,325.0,58.5,1.0,0.6,0.4,4.0,73.0,2.0,0.0,73.0,14.0,0.54,13.0,0.0,0.0,0.0,0.0,1.0,3.0,0.12,2.0,0.0,0.0,0.0,0.0,1.0,42.0,28.0,30.0,11.0,1.0,19.0,53.0,35.8,34.0,207.0,60.0,29.0,131.0,66.0,10.0,44.0,24.0,0.0,20.0,37.0,79.0,174.0,0.0
Gelson Martins,0.35,Monaco,24,18.6,4.0,28.0,11.0,39.3,1.51,0.59,0.14,0.36,15.0,0.0,0.0,0.0,5.6,5.6,0.2,-1.6,-1.6,624.0,784.0,79.6,9334.0,2717.0,368.0,414.0,88.9,214.0,263.0,81.4,29.0,60.0,48.3,1.0,4.0,-3.0,28.0,28.0,20.0,8.0,50.0,61.0,3.28,44.0,0.0,11.0,3.0,2.0,1.0,7.0,0.38,5.0,0.0,0.0,2.0,0.0,0.0,31.0,20.0,13.0,14.0,4.0,10.0,44.0,22.7,34.0,269.0,70.0,26.0,76.0,106.0,87.0,17.0,2.0,0.0,15.0,24.0,55.0,8.0,0.0
Adam Marusic,0.1,Lazio,26,10.5,2.0,11.0,6.0,54.5,1.05,0.57,0.18,0.33,12.0,0.0,0.0,0.0,1.6,1.6,0.14,0.4,0.4,338.0,398.0,84.9,5881.0,1562.0,165.0,184.0,89.7,132.0,151.0,87.4,34.0,43.0,79.1,1.0,0.5,0.5,8.0,5.0,8.0,5.0,7.0,16.0,1.53,11.0,1.0,2.0,1.0,1.0,0.0,4.0,0.38,3.0,0.0,1.0,0.0,0.0,0.0,15.0,8.0,9.0,5.0,1.0,6.0,16.0,37.5,10.0,145.0,41.0,28.3,53.0,60.0,32.0,21.0,2.0,0.0,19.0,8.0,23.0,12.0,0.0
